PRODUCT_NUMBER,CUSTOMER_NUMBER,TRANSACTION_DATE,PRODUCT_PRICE,GROSS_SALES,REGION,WAREHOUSE,CUSTOMER_ZIP,CUSTOMER_SEGMENT1,CUSTOMER_SEGMENT2,CUSTOMER_TYPE1,CUSTOMER_TYPE2,CUSTOMER_MANAGED_LEVEL,CUSTOMER_ACCOUNT_TYPE,CUSTOMER_FIRST_ORDER_DATE,PRODUCT_CLASS_ID1,PRODUCT_CLASS_ID2,PRODUCT_CLASS_ID3,PRODUCT_CLASS_ID4,BRAND,PRODUCT_ATTRIBUTE_X,PRODUCT_SALES_UNIT,SHIPPING_WEIGHT,TOTAL_BOXES_SOLD,PRODUCT_COST1,PRODUCT_UNIT_OF_MEASURE,ORDER_SOURCE,PRICE_METHOD,SPECIAL_PART
717368,14,2014-01-30 00:00:00.0000000,26.81,26.81,1,1,8,A,1,1,B,L,ST,2011-12-09 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.32,B,A,1,No
717368,117,2013-04-01 00:00:00.0000000,23.79,47.58,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,33.94,B,A,4,No
717368,98,2015-03-19 00:00:00.0000000,26.84,26.84,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,19.91,B,A,4,No
717368,117,2013-12-09 00:00:00.0000000,24.09,24.09,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.32,B,A,4,No
717368,117,2012-08-10 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.95,B,A,4,No
717368,3,2013-02-14 00:00:00.0000000,21.39,21.39,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,14,2015-05-29 00:00:00.0000000,30.2,30.2,1,1,8,A,1,1,B,L,ST,2011-12-09 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,A,1,No
717368,14,2015-05-08 00:00:00.0000000,30.2,30.2,1,1,8,A,1,1,B,L,ST,2011-12-09 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,A,1,No
717368,117,2013-12-02 00:00:00.0000000,24.09,24.09,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.32,B,A,4,No
717368,117,2012-07-30 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.95,B,A,4,No
717368,117,2012-08-06 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.95,B,A,4,No
717368,117,2012-08-13 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.95,B,A,4,No
717368,3,2013-02-21 00:00:00.0000000,21.39,21.39,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,3,2013-02-07 00:00:00.0000000,21.39,21.39,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,117,2015-07-01 00:00:00.0000000,25.7,51.4,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,40.38,B,B,4,No
717368,117,2015-06-01 00:00:00.0000000,25.7,51.4,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,40.38,B,B,4,No
717368,117,2014-10-01 00:00:00.0000000,23.1,46.2,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,36.56,B,B,4,No
717368,117,2015-08-01 00:00:00.0000000,25.7,51.4,1,1,68,A,1,3,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,40.38,B,B,4,No
717368,3,2012-10-18 00:00:00.0000000,22.26,22.26,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,1,No
717368,117,2014-03-17 00:00:00.0000000,22.94,22.94,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.32,B,A,5,No
717368,87,2015-03-05 00:00:00.0000000,22.33,22.33,1,1,69,A,1,1,B,L,ST,1997-08-05 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,A,4,No
717368,3,2013-06-27 00:00:00.0000000,22.05,22.05,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.28,B,A,4,No
717368,139,2014-03-21 00:00:00.0000000,22.48,44.96,1,1,80,A,1,1,B,L,ST,2006-03-21 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,36.64,B,A,4,No
717368,98,2014-12-26 00:00:00.0000000,24.65,24.65,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,A,4,No
717368,117,2015-02-13 00:00:00.0000000,23.6,23.6,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,B,4,No
717368,117,2015-02-02 00:00:00.0000000,23.6,23.6,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,B,4,No
717368,117,2015-01-23 00:00:00.0000000,23.6,23.6,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,A,4,No
717368,87,2012-09-20 00:00:00.0000000,20.44,20.44,1,1,69,A,1,1,B,L,ST,1997-08-05 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,4,No
717368,139,2014-10-01 00:00:00.0000000,22.1,88.4,1,1,80,A,1,1,B,L,ST,2006-03-21 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,80.0,4.0,73.12,B,A,4,No
717368,98,2013-03-25 00:00:00.0000000,22.0,22.0,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.97,B,A,1,No
717368,14,2014-12-26 00:00:00.0000000,27.17,27.17,1,1,8,A,1,1,B,L,ST,2011-12-09 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,A,4,No
717368,117,2013-10-21 00:00:00.0000000,25.29,25.29,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.68,B,A,1,No
717368,130,2015-05-18 00:00:00.0000000,27.36,27.36,1,1,81,A,1,1,B,L,ST,2004-08-12 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,B,4,No
717368,117,2013-09-16 00:00:00.0000000,25.29,25.29,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.68,B,A,1,No
717368,3,2015-04-02 00:00:00.0000000,24.79,24.79,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,A,1,No
717368,3,2015-04-16 00:00:00.0000000,24.79,24.79,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,A,1,No
717368,3,2015-05-07 00:00:00.0000000,24.79,24.79,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,A,1,No
717368,3,2015-05-21 00:00:00.0000000,24.79,24.79,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,A,1,No
717368,3,2015-05-14 00:00:00.0000000,24.79,24.79,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,A,4,No
717368,3,2014-01-30 00:00:00.0000000,21.77,21.77,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.32,B,A,4,No
717368,98,2012-08-27 00:00:00.0000000,22.45,22.45,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.32,B,A,1,No
717368,117,2013-01-19 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,117,2013-02-01 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,117,2013-02-22 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,117,2012-11-23 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,3,2014-06-19 00:00:00.0000000,23.02,23.02,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.12,B,A,4,No
717368,117,2013-02-08 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,117,2013-02-18 00:00:00.0000000,23.79,23.79,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,4,No
717368,87,2014-11-20 00:00:00.0000000,21.63,21.63,1,1,69,A,1,1,B,L,ST,1997-08-05 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.28,B,A,4,No
717368,87,2014-10-30 00:00:00.0000000,21.63,21.63,1,1,69,A,1,1,B,L,ST,1997-08-05 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.28,B,A,4,No
717368,87,2014-10-23 00:00:00.0000000,21.63,21.63,1,1,69,A,1,1,B,L,ST,1997-08-05 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.28,B,A,4,No
717368,130,2012-09-06 00:00:00.0000000,23.35,23.35,1,1,81,A,1,1,B,L,ST,2004-08-12 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,1,No
717368,98,2014-05-29 00:00:00.0000000,23.7,23.7,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.12,B,A,1,No
717368,139,2013-10-11 00:00:00.0000000,23.06,46.12,1,1,80,A,1,1,B,L,ST,2006-03-21 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,37.36,B,A,1,No
717368,130,2012-11-19 00:00:00.0000000,23.35,23.35,1,1,81,A,1,1,B,L,ST,2004-08-12 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,1,No
717368,117,2014-11-21 00:00:00.0000000,23.13,23.13,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.28,B,A,4,No
717368,98,2014-03-13 00:00:00.0000000,24.13,24.13,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.32,B,A,1,No
717368,98,2014-02-24 00:00:00.0000000,24.13,24.13,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.32,B,A,4,No
717368,3,2012-09-27 00:00:00.0000000,22.54,22.54,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,4,No
717368,3,2012-09-06 00:00:00.0000000,22.54,22.54,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,4,No
717368,3,2012-11-21 00:00:00.0000000,22.54,22.54,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,4,No
717368,3,2012-11-08 00:00:00.0000000,22.54,22.54,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,4,No
717368,3,2012-10-25 00:00:00.0000000,22.54,22.54,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.31,B,A,4,No
717368,3,2012-08-02 00:00:00.0000000,22.54,22.54,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.95,B,A,4,No
717368,3,2012-08-16 00:00:00.0000000,22.54,22.54,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.95,B,A,4,No
717368,130,2014-09-08 00:00:00.0000000,18.42,18.42,1,1,81,A,1,1,B,L,ST,2004-08-12 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.42,B,B,4,No
717368,117,2013-06-17 00:00:00.0000000,21.27,21.27,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.28,B,A,1,No
717368,117,2013-07-05 00:00:00.0000000,21.27,21.27,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.28,B,A,1,No
717368,117,2013-06-01 00:00:00.0000000,21.27,21.27,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.28,B,A,1,No
717368,117,2013-06-03 00:00:00.0000000,21.27,21.27,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.28,B,A,1,No
717368,117,2013-07-01 00:00:00.0000000,21.27,21.27,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.28,B,A,1,No
717368,3,2013-05-09 00:00:00.0000000,22.05,22.05,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.08,B,A,4,No
717368,117,2015-05-11 00:00:00.0000000,25.35,25.35,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,B,4,No
717368,117,2015-07-17 00:00:00.0000000,25.7,25.7,1,1,68,A,1,3,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.19,B,B,4,No
717368,117,2015-06-22 00:00:00.0000000,25.7,25.7,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.19,B,B,4,No
717368,130,2015-02-09 00:00:00.0000000,24.96,24.96,1,1,81,A,1,1,B,L,ST,2004-08-12 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,B,4,No
717368,130,2015-01-02 00:00:00.0000000,24.96,24.96,1,1,81,A,1,1,B,L,ST,2004-08-12 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,A,4,No
717368,117,2015-06-15 00:00:00.0000000,25.7,25.7,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.19,B,B,4,No
717368,117,2015-07-20 00:00:00.0000000,25.7,25.7,1,1,68,A,1,3,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.19,B,B,4,No
717368,117,2015-04-10 00:00:00.0000000,25.35,25.35,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,20.01,B,B,4,No
717368,117,2014-05-09 00:00:00.0000000,24.92,24.92,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.12,B,A,1,No
717368,117,2013-12-23 00:00:00.0000000,25.31,25.31,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.92,B,A,4,No
717368,117,2013-09-09 00:00:00.0000000,23.55,23.55,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.68,B,A,4,No
717368,117,2013-08-16 00:00:00.0000000,23.55,23.55,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.68,B,A,4,No
717368,117,2013-08-01 00:00:00.0000000,23.55,23.55,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.68,B,A,4,No
717368,117,2014-12-05 00:00:00.0000000,21.69,21.69,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.0,B,A,4,No
717368,117,2014-12-01 00:00:00.0000000,21.69,21.69,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,16.0,B,A,4,No
717368,117,2013-08-09 00:00:00.0000000,23.55,23.55,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.68,B,A,4,No
717368,3,2014-09-11 00:00:00.0000000,22.8,22.8,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.42,B,A,4,No
717368,14,2015-02-20 00:00:00.0000000,27.83,27.83,1,1,8,A,1,1,B,L,ST,2011-12-09 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.59,B,A,1,No
717368,3,2014-09-04 00:00:00.0000000,22.8,22.8,1,1,79,A,1,1,A,L,ST,2010-10-01 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.42,B,A,4,No
717368,14,2012-12-13 00:00:00.0000000,22.68,22.68,1,1,8,A,1,1,B,L,ST,2011-12-09 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,17.71,B,A,1,No
717368,139,2015-06-30 00:00:00.0000000,25.92,51.84,1,1,80,A,1,1,B,L,ST,2006-03-21 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,40.38,B,A,4,No
717368,139,2015-06-12 00:00:00.0000000,25.92,51.84,1,1,80,A,1,1,B,L,ST,2006-03-21 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,40.38,B,A,4,No
717368,98,2014-08-07 00:00:00.0000000,24.03,24.03,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.42,B,A,4,No
717368,98,2014-07-28 00:00:00.0000000,24.03,24.03,1,1,94,A,1,1,B,L,ST,2011-04-07 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.42,B,A,4,No
717368,117,2012-12-18 00:00:00.0000000,23.79,47.58,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,35.42,B,A,4,No
717368,139,2014-08-08 00:00:00.0000000,22.17,44.34,1,1,80,A,1,1,B,L,ST,2006-03-21 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,36.84,B,A,4,No
717368,139,2014-07-25 00:00:00.0000000,22.17,44.34,1,1,80,A,1,1,B,L,ST,2006-03-21 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,36.84,B,A,4,No
717368,130,2014-06-16 00:00:00.0000000,23.67,23.67,1,1,81,A,1,1,B,L,ST,2004-08-12 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,20.0,1.0,18.12,B,B,4,No
717368,117,2013-02-15 00:00:00.0000000,23.79,47.58,1,1,68,A,1,1,C,L,ST,2006-09-11 00:00:00.0000000,2,17,142,1490,IN_HOUSE,365.0,N,40.0,2.0,35.42,B,A,4,No
